ID_Venta,Fecha_venta,ID_producto,ID_Zona,Venta,ID_Vendedor,ID_Cliente,Nombre_cliente,Direccion_cliente,Pais_cliente,Telefono_cliente,Clasificacion_credito,Producto,Zona_venta,Apellido_Vendedor,Nombre_vendedor,Edad_vendedor,Estado_civil_vendedor,Salario_vendedor,Telefono_vendedor,Fecha_de_venta,Anio_de_venta,Dia_de_venta,Mes_de_venta,Nombre_dia,Nombre_mes,Trimestre
2676,20/08/2018 0:00,6,2,2574558,40,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Consultorio,Oeste,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,20/08/2018,2018,20,8,Lunes,Agosto,3
2677,21/08/2018 0:00,4,1,1114940,46,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Nave,Norte,HERCE,EDUARDO,51,Soltero,16612,52-6554714,21/08/2018,2018,21,8,Martes,Agosto,3
2678,21/08/2018 0:00,4,3,1793695,4,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Centro,CARRASCO,FRANCISCO,52,Soltero,23299,52-9555367,21/08/2018,2018,21,8,Martes,Agosto,3
2679,22/08/2018 0:00,6,2,326598,47,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Consultorio,Oeste,LEON,MARIO,31,Casado,38368,52-7467787,22/08/2018,2018,22,8,Mi rcoles,Agosto,3
2680,22/08/2018 0:00,2,3,1096452,20,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Oficina,Centro,RODRIGUEZ,CRISTINA,52,Soltero,24468,52-5686768,22/08/2018,2018,22,8,Mi rcoles,Agosto,3
2681,23/08/2018 0:00,1,4,531493,5,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Terreno,Sur,CUEVAS,DAVID,41,Casado,27574,52-3519737,23/08/2018,2018,23,8,Jueves,Agosto,3
2682,23/08/2018 0:00,4,1,1971501,13,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Nave,Norte,PEREZ,JESUS,53,Soltero,19252,52-6594876,23/08/2018,2018,23,8,Jueves,Agosto,3
2683,23/08/2018 0:00,1,4,307744,13,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Terreno,Sur,PEREZ,JESUS,53,Soltero,19252,52-6594876,23/08/2018,2018,23,8,Jueves,Agosto,3
2684,24/08/2018 0:00,4,4,506252,27,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Nave,Sur,MARIN,ANTONIA,43,Soltero,31272,52-7486806,24/08/2018,2018,24,8,Viernes,Agosto,3
2685,24/08/2018 0:00,6,2,498560,12,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Oeste,FERNANDEZ,CARLOS,33,Soltero,23888,52-7116464,24/08/2018,2018,24,8,Viernes,Agosto,3
2686,25/08/2018 0:00,4,3,1277381,33,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Nave,Centro,IBANEZ,MARIA VICTORIA,38,Soltero,27934,52-4389266,25/08/2018,2018,25,8,S bado,Agosto,3
2687,25/08/2018 0:00,6,4,1287428,23,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Sur,PASCUAL,FRANCISCA,29,Casado,26106,52-9055637,25/08/2018,2018,25,8,S bado,Agosto,3
2688,25/08/2018 0:00,1,2,1230240,32,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Terreno,Oeste,SAEZ,DIEGO,50,Casado,16786,52-4355342,25/08/2018,2018,25,8,S bado,Agosto,3
2689,25/08/2018 0:00,6,2,2173169,27,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Consultorio,Oeste,MARIN,ANTONIA,43,Soltero,31272,52-7486806,25/08/2018,2018,25,8,S bado,Agosto,3
2690,26/08/2018 0:00,2,4,2399312,43,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Oficina,Sur,OCHOA,JOAQUIN,49,Casado,44189,52-7913645,26/08/2018,2018,26,8,Domingo,Agosto,3
2691,26/08/2018 0:00,1,2,380072,40,5,Honduland,Avenida Gobernador 874,Honduras,,B,Terreno,Oeste,SANTAMARIA,ANA BELEN,60,Casado,30063,52-8331445,26/08/2018,2018,26,8,Domingo,Agosto,3
2692,26/08/2018 0:00,4,3,354853,35,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Nave,Centro,GARRIDO,INES,36,Casado,34816,52-5023604,26/08/2018,2018,26,8,Domingo,Agosto,3
2693,26/08/2018 0:00,6,3,1981440,32,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Consultorio,Centro,SAEZ,DIEGO,50,Casado,16786,52-4355342,26/08/2018,2018,26,8,Domingo,Agosto,3
2694,27/08/2018 0:00,6,1,2200452,23,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Consultorio,Norte,PASCUAL,FRANCISCA,29,Casado,26106,52-9055637,27/08/2018,2018,27,8,Lunes,Agosto,3
2695,27/08/2018 0:00,4,2,1695948,34,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Oeste,BLANCO,EVA MARIA,56,Soltero,35991,52-8364603,27/08/2018,2018,27,8,Lunes,Agosto,3
2696,27/08/2018 0:00,4,3,2080290,19,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Nave,Centro,GOMEZ,ANA,45,Casado,41839,52-5074633,27/08/2018,2018,27,8,Lunes,Agosto,3
2697,28/08/2018 0:00,3,4,2977318,10,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Local,Sur,MARTINEZ,JOSE LUIS,44,Soltero,20931,52-8018628,28/08/2018,2018,28,8,Martes,Agosto,3
2698,29/08/2018 0:00,2,4,403770,27,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Oficina,Sur,MARIN,ANTONIA,43,Soltero,31272,52-7486806,29/08/2018,2018,29,8,Mi rcoles,Agosto,3
2699,29/08/2018 0:00,6,3,634130,30,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Consultorio,Centro,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,29/08/2018,2018,29,8,Mi rcoles,Agosto,3
2700,30/08/2018 0:00,6,2,1025491,37,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Oeste,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,30/08/2018,2018,30,8,Jueves,Agosto,3
2701,31/08/2018 0:00,4,2,1191610,12,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Nave,Oeste,FERNANDEZ,CARLOS,33,Soltero,23888,52-7116464,31/08/2018,2018,31,8,Viernes,Agosto,3
2702,31/08/2018 0:00,5,3,1553772,36,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Isla,Centro,GUTIERREZ,MIRIAM,27,Soltero,38620,52-4159394,31/08/2018,2018,31,8,Viernes,Agosto,3
2703,01/09/2018 0:00,4,4,2534241,1,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Sur,SANCHEZ,ANTONIO,25,Soltero,40693,52-3519683,01/09/2018,2018,1,9,S bado,Septiembre,3
2704,01/09/2018 0:00,4,4,1556282,10,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Nave,Sur,MARTINEZ,JOSE LUIS,44,Soltero,20931,52-8018628,01/09/2018,2018,1,9,S bado,Septiembre,3
2705,01/09/2018 0:00,4,3,613251,17,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Centro,GONZALEZ,LAURA,25,Soltero,26488,52-7180322,01/09/2018,2018,1,9,S bado,Septiembre,3
2706,01/09/2018 0:00,2,1,1176480,21,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Oficina,Norte,MORENO,MARTA,41,Soltero,56000,52-8947068,01/09/2018,2018,1,9,S bado,Septiembre,3
2707,02/09/2018 0:00,6,3,351492,21,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Consultorio,Centro,MORENO,MARTA,41,Soltero,56000,52-8947068,02/09/2018,2018,2,9,Domingo,Septiembre,3
2708,02/09/2018 0:00,2,2,2326346,30,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Oficina,Oeste,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,02/09/2018,2018,2,9,Domingo,Septiembre,3
2709,03/09/2018 0:00,4,2,1643568,42,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Nave,Oeste,RAMIREZ,JUAN MANUEL,29,Soltero,44484,52-8754064,03/09/2018,2018,3,9,Lunes,Septiembre,3
2710,03/09/2018 0:00,6,2,2445724,20,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Consultorio,Oeste,RODRIGUEZ,CRISTINA,52,Soltero,24468,52-5686768,03/09/2018,2018,3,9,Lunes,Septiembre,3
2711,04/09/2018 0:00,1,2,2153580,6,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Terreno,Oeste,FERRERO,JUAN,30,Soltero,31639,52-4517685,04/09/2018,2018,4,9,Martes,Septiembre,3
2712,04/09/2018 0:00,4,3,348823,10,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Nave,Centro,MARTINEZ,JOSE LUIS,44,Soltero,20931,52-8018628,04/09/2018,2018,4,9,Martes,Septiembre,3
2713,04/09/2018 0:00,3,2,1994933,2,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Local,Oeste,ADELA,MANUEL,34,Casado,28245,52-6505990,04/09/2018,2018,4,9,Martes,Septiembre,3
2714,04/09/2018 0:00,5,2,478431,43,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Isla,Oeste,OCHOA,JOAQUIN,49,Casado,44189,52-7913645,04/09/2018,2018,4,9,Martes,Septiembre,3
2715,04/09/2018 0:00,1,1,1110907,6,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Terreno,Norte,FERRERO,JUAN,30,Soltero,31639,52-4517685,04/09/2018,2018,4,9,Martes,Septiembre,3
2716,04/09/2018 0:00,2,1,2076480,35,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Oficina,Norte,GARRIDO,INES,36,Casado,34816,52-5023604,04/09/2018,2018,4,9,Martes,Septiembre,3
2717,05/09/2018 0:00,4,3,407114,2,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Centro,ADELA,MANUEL,34,Casado,28245,52-6505990,05/09/2018,2018,5,9,Mi rcoles,Septiembre,3
2718,05/09/2018 0:00,3,3,1349705,30,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Local,Centro,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,05/09/2018,2018,5,9,Mi rcoles,Septiembre,3
2719,05/09/2018 0:00,6,1,770552,29,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Consultorio,Norte,RUBIO,ALVARO,44,Soltero,21216,52-6616580,05/09/2018,2018,5,9,Mi rcoles,Septiembre,3
2720,06/09/2018 0:00,4,1,918380,31,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Nave,Norte,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,06/09/2018,2018,6,9,Jueves,Septiembre,3
2721,06/09/2018 0:00,1,3,256992,41,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Terreno,Centro,BENITO,MARIA ELENA,59,Casado,39036,52-7174212,06/09/2018,2018,6,9,Jueves,Septiembre,3
2722,07/09/2018 0:00,1,4,2180939,49,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Terreno,Sur,GABARRI,JAIME,27,Casado,34054,52-8454005,07/09/2018,2018,7,9,Viernes,Septiembre,3
2723,07/09/2018 0:00,3,1,680606,47,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Local,Norte,LEON,MARIO,31,Casado,38368,52-7467787,07/09/2018,2018,7,9,Viernes,Septiembre,3
2724,07/09/2018 0:00,1,1,874256,25,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Terreno,Norte,GIL,MARIA ISABEL,37,Soltero,44213,52-7343501,07/09/2018,2018,7,9,Viernes,Septiembre,3
2725,07/09/2018 0:00,3,3,1299315,44,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Local,Centro,DIAZ,SANTIAGO,55,Casado,31119,52-4165349,07/09/2018,2018,7,9,Viernes,Septiembre,3
2726,08/09/2018 0:00,6,3,545100,19,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Centro,GOMEZ,ANA,45,Casado,41839,52-5074633,08/09/2018,2018,8,9,S bado,Septiembre,3
2727,08/09/2018 0:00,2,3,1580790,20,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Oficina,Centro,RODRIGUEZ,CRISTINA,52,Soltero,24468,52-5686768,08/09/2018,2018,8,9,S bado,Septiembre,3
2728,09/09/2018 0:00,5,1,591325,29,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Isla,Norte,RUBIO,ALVARO,44,Soltero,21216,52-6616580,09/09/2018,2018,9,9,Domingo,Septiembre,3
2729,09/09/2018 0:00,3,1,920490,43,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Local,Norte,OCHOA,JOAQUIN,49,Casado,44189,52-7913645,09/09/2018,2018,9,9,Domingo,Septiembre,3
2730,10/09/2018 0:00,1,4,583236,42,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Terreno,Sur,RAMIREZ,JUAN MANUEL,29,Soltero,44484,52-8754064,10/09/2018,2018,10,9,Lunes,Septiembre,3
2731,10/09/2018 0:00,6,4,2885316,9,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Consultorio,Sur,HERNANDEZ,DANIEL,37,Casado,33192,52-5565477,10/09/2018,2018,10,9,Lunes,Septiembre,3
2732,11/09/2018 0:00,3,1,1239525,33,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Local,Norte,IBANEZ,MARIA VICTORIA,38,Soltero,27934,52-4389266,11/09/2018,2018,11,9,Martes,Septiembre,3
2733,11/09/2018 0:00,6,3,482274,14,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Consultorio,Centro,JIMENEZ,ALEJANDRO,38,Soltero,40973,52-7854595,11/09/2018,2018,11,9,Martes,Septiembre,3
2734,12/09/2018 0:00,2,2,1967242,20,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Oficina,Oeste,RODRIGUEZ,CRISTINA,52,Soltero,24468,52-5686768,12/09/2018,2018,12,9,Mi rcoles,Septiembre,3
2735,12/09/2018 0:00,3,1,1057755,25,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Local,Norte,GIL,MARIA ISABEL,37,Soltero,44213,52-7343501,12/09/2018,2018,12,9,Mi rcoles,Septiembre,3
2736,13/09/2018 0:00,4,1,1956864,46,5,Honduland,Avenida Gobernador 874,Honduras,,B,Nave,Norte,HERCE,EDUARDO,51,Soltero,16612,52-6554714,13/09/2018,2018,13,9,Jueves,Septiembre,3
2737,13/09/2018 0:00,3,4,604440,3,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Local,Sur,MARTINEZ,JOSE,45,Casado,43797,52-3499058,13/09/2018,2018,13,9,Jueves,Septiembre,3
2738,13/09/2018 0:00,1,1,535408,3,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Terreno,Norte,MARTINEZ,JOSE,45,Casado,43797,52-3499058,13/09/2018,2018,13,9,Jueves,Septiembre,3
2739,14/09/2018 0:00,3,3,779058,18,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Local,Centro,LOPEZ,MARIA TERESA,34,Casado,43909,52-5697896,14/09/2018,2018,14,9,Viernes,Septiembre,3
2740,15/09/2018 0:00,3,1,2297985,44,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Local,Norte,DIAZ,SANTIAGO,55,Casado,31119,52-4165349,15/09/2018,2018,15,9,S bado,Septiembre,3
2741,16/09/2018 0:00,5,4,672192,25,5,Honduland,Avenida Gobernador 874,Honduras,,B,Isla,Sur,GIL,MARIA ISABEL,37,Soltero,44213,52-7343501,16/09/2018,2018,16,9,Domingo,Septiembre,3
2742,16/09/2018 0:00,4,1,1298752,32,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Nave,Norte,SAEZ,DIEGO,50,Casado,16786,52-4355342,16/09/2018,2018,16,9,Domingo,Septiembre,3
2743,16/09/2018 0:00,6,3,578688,43,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Consultorio,Centro,OCHOA,JOAQUIN,49,Casado,44189,52-7913645,16/09/2018,2018,16,9,Domingo,Septiembre,3
2744,16/09/2018 0:00,5,3,1728230,29,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Isla,Centro,RUBIO,ALVARO,44,Soltero,21216,52-6616580,16/09/2018,2018,16,9,Domingo,Septiembre,3
2745,16/09/2018 0:00,3,4,1040252,46,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Local,Sur,HERCE,EDUARDO,51,Soltero,16612,52-6554714,16/09/2018,2018,16,9,Domingo,Septiembre,3
2746,17/09/2018 0:00,4,4,1134984,28,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Sur,EZQUERRO,DOLORES,37,Casado,18052,52-7313181,17/09/2018,2018,17,9,Lunes,Septiembre,3
2747,17/09/2018 0:00,4,3,2066688,36,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Nave,Centro,GUTIERREZ,MIRIAM,27,Soltero,38620,52-4159394,17/09/2018,2018,17,9,Lunes,Septiembre,3
2748,17/09/2018 0:00,5,3,579348,12,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Isla,Centro,FERNANDEZ,CARLOS,33,Soltero,23888,52-7116464,17/09/2018,2018,17,9,Lunes,Septiembre,3
2749,18/09/2018 0:00,4,1,1326135,16,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Nave,Norte,SAENZ,MARIA DOLORES,55,Casado,29563,52-6736893,18/09/2018,2018,18,9,Martes,Septiembre,3
2750,18/09/2018 0:00,1,1,2121278,5,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Terreno,Norte,CUEVAS,DAVID,41,Casado,27574,52-3519737,18/09/2018,2018,18,9,Martes,Septiembre,3
2751,18/09/2018 0:00,5,4,1262196,17,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Isla,Sur,GONZALEZ,LAURA,25,Soltero,26488,52-7180322,18/09/2018,2018,18,9,Martes,Septiembre,3
2752,19/09/2018 0:00,2,2,2242839,17,5,Honduland,Avenida Gobernador 874,Honduras,,B,Oficina,Oeste,GONZALEZ,LAURA,25,Soltero,26488,52-7180322,19/09/2018,2018,19,9,Mi rcoles,Septiembre,3
2753,19/09/2018 0:00,4,1,1317210,14,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Nave,Norte,JIMENEZ,ALEJANDRO,38,Soltero,40973,52-7854595,19/09/2018,2018,19,9,Mi rcoles,Septiembre,3
2754,20/09/2018 0:00,6,4,2001266,45,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Consultorio,Sur,ORTEGA,VICTOR,39,Soltero,27905,52-8199111,20/09/2018,2018,20,9,Jueves,Septiembre,3
2755,20/09/2018 0:00,3,2,1088616,30,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Local,Oeste,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,20/09/2018,2018,20,9,Jueves,Septiembre,3
2756,20/09/2018 0:00,3,2,1475172,44,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Local,Oeste,DIAZ,SANTIAGO,55,Casado,31119,52-4165349,20/09/2018,2018,20,9,Jueves,Septiembre,3
2757,22/09/2018 0:00,3,3,958608,26,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Local,Centro,DIAZ,MARIA JOSE,33,Soltero,30210,52-8700147,22/09/2018,2018,22,9,S bado,Septiembre,3
2758,22/09/2018 0:00,6,1,458346,31,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Norte,CALVO,JUAN JOSE,56,Soltero,35510,52-6487633,22/09/2018,2018,22,9,S bado,Septiembre,3
2759,22/09/2018 0:00,4,1,185976,45,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Norte,ORTEGA,VICTOR,39,Soltero,27905,52-8199111,22/09/2018,2018,22,9,S bado,Septiembre,3
2760,22/09/2018 0:00,6,4,641080,44,5,Honduland,Avenida Gobernador 874,Honduras,,B,Consultorio,Sur,DIAZ,SANTIAGO,55,Casado,31119,52-4165349,22/09/2018,2018,22,9,S bado,Septiembre,3
2761,23/09/2018 0:00,4,3,375067,2,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Centro,ADELA,MANUEL,34,Casado,28245,52-6505990,23/09/2018,2018,23,9,Domingo,Septiembre,3
2762,24/09/2018 0:00,2,3,1819875,36,5,Honduland,Avenida Gobernador 874,Honduras,,B,Oficina,Centro,GUTIERREZ,MIRIAM,27,Soltero,38620,52-4159394,24/09/2018,2018,24,9,Lunes,Septiembre,3
2763,24/09/2018 0:00,3,1,1345545,13,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Local,Norte,PEREZ,JESUS,53,Soltero,19252,52-6594876,24/09/2018,2018,24,9,Lunes,Septiembre,3
2764,25/09/2018 0:00,4,1,976885,11,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Nave,Norte,GARCIA,FRANCISCO JAVIER,47,Casado,34525,52-6934824,25/09/2018,2018,25,9,Martes,Septiembre,3
2765,25/09/2018 0:00,4,1,1094225,37,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Nave,Norte,ALVAREZ,MARIA ROSA,25,Soltero,43099,52-5591171,25/09/2018,2018,25,9,Martes,Septiembre,3
2766,25/09/2018 0:00,4,2,1519214,26,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Nave,Oeste,DIAZ,MARIA JOSE,33,Soltero,30210,52-8700147,25/09/2018,2018,25,9,Martes,Septiembre,3
2767,26/09/2018 0:00,5,4,1734264,32,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Isla,Sur,SAEZ,DIEGO,50,Casado,16786,52-4355342,26/09/2018,2018,26,9,Mi rcoles,Septiembre,3
2768,26/09/2018 0:00,4,4,1536906,7,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Sur,MADERO,JOSE ANTONIO,29,Soltero,17938,52-6564888,26/09/2018,2018,26,9,Mi rcoles,Septiembre,3
2769,27/09/2018 0:00,4,2,1194078,16,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Oeste,SAENZ,MARIA DOLORES,55,Casado,29563,52-6736893,27/09/2018,2018,27,9,Jueves,Septiembre,3
2770,27/09/2018 0:00,6,2,2291404,39,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Consultorio,Oeste,MUNOZ,LORENA,26,Casado,41778,52-9453091,27/09/2018,2018,27,9,Jueves,Septiembre,3
2771,29/09/2018 0:00,5,2,496881,16,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Isla,Oeste,SAENZ,MARIA DOLORES,55,Casado,29563,52-6736893,29/09/2018,2018,29,9,S bado,Septiembre,3
2772,29/09/2018 0:00,2,2,372672,21,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Oficina,Oeste,MORENO,MARTA,41,Soltero,56000,52-8947068,29/09/2018,2018,29,9,S bado,Septiembre,3
2773,29/09/2018 0:00,6,4,1536212,22,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Consultorio,Sur,ALONSO,MARIA ANGELES,30,Soltero,31385,52-6002934,29/09/2018,2018,29,9,S bado,Septiembre,3
2774,29/09/2018 0:00,4,2,1780199,30,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Nave,Oeste,SANCHEZ,ADRIAN,37,Casado,33019,52-9113674,29/09/2018,2018,29,9,S bado,Septiembre,3
2775,30/09/2018 0:00,2,4,1484544,15,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Oficina,Sur,RUIZ,MIGUEL,26,Casado,33489,52-4680206,30/09/2018,2018,30,9,Domingo,Septiembre,3
2776,01/10/2018 0:00,6,2,2381770,46,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Consultorio,Oeste,HERCE,EDUARDO,51,Soltero,16612,52-6554714,01/10/2018,2018,1,10,Lunes,Octubre,4
2777,01/10/2018 0:00,5,3,2072632,15,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Isla,Centro,RUIZ,MIGUEL,26,Casado,33489,52-4680206,01/10/2018,2018,1,10,Lunes,Octubre,4
2778,01/10/2018 0:00,6,1,949025,21,3,Tierra y Paz,Torres del rio 3778,Mexico,52-587766,A,Consultorio,Norte,MORENO,MARTA,41,Soltero,56000,52-8947068,01/10/2018,2018,1,10,Lunes,Octubre,4
2779,01/10/2018 0:00,4,2,1658785,35,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Nave,Oeste,GARRIDO,INES,36,Casado,34816,52-5023604,01/10/2018,2018,1,10,Lunes,Octubre,4
2780,02/10/2018 0:00,5,2,1242498,9,6,Pacifico Norte & CO,Constitucion 2322,Salvador,503-663333,B,Isla,Oeste,HERNANDEZ,DANIEL,37,Casado,33192,52-5565477,02/10/2018,2018,2,10,Martes,Octubre,4
2781,02/10/2018 0:00,4,3,724090,45,5,Honduland,Avenida Gobernador 874,Honduras,,B,Nave,Centro,ORTEGA,VICTOR,39,Soltero,27905,52-8199111,02/10/2018,2018,2,10,Martes,Octubre,4
2782,02/10/2018 0:00,5,4,896532,18,4,Agora e Tudo MM,Ipanema 875,Brazil,55-1276337,BB,Isla,Sur,LOPEZ,MARIA TERESA,34,Casado,43909,52-5697896,02/10/2018,2018,2,10,Martes,Octubre,4
2783,03/10/2018 0:00,2,3,985883,2,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Oficina,Centro,ADELA,MANUEL,34,Casado,28245,52-6505990,03/10/2018,2018,3,10,Mi rcoles,Octubre,4
2784,03/10/2018 0:00,3,4,2008176,34,8,Too & A,Heroes Militares 2390,Cost Rica,506-632893,C,Local,Sur,BLANCO,EVA MARIA,56,Soltero,35991,52-8364603,03/10/2018,2018,3,10,Mi rcoles,Octubre,4
2785,04/10/2018 0:00,4,2,288966,45,9,JKP Asesores,Flores 323,Argentina,54-7713300,C,Nave,Oeste,ORTEGA,VICTOR,39,Soltero,27905,52-8199111,04/10/2018,2018,4,10,Jueves,Octubre,4
2786,04/10/2018 0:00,4,3,1015015,44,1,Mart B & C,Av Reforma 232,Chile,56-335555,AA,Nave,Centro,DIAZ,SANTIAGO,55,Casado,31119,52-4165349,04/10/2018,2018,4,10,Jueves,Octubre,4
2787,04/10/2018 0:00,4,3,1211427,21,10,Bienestar Land,Independencia 548,Paraguay,595-334783,C,Nave,Centro,MORENO,MARTA,41,Soltero,56000,52-8947068,04/10/2018,2018,4,10,Jueves,Octubre,4
2788,05/10/2018 0:00,6,4,552476,20,7,The LandLord,Calle Aviacion 65,Uruguay,598-675552,CC,Consultorio,Sur,RODRIGUEZ,CRISTINA,52,Soltero,24468,52-5686768,05/10/2018,2018,5,10,Viernes,Octubre,4
2789,05/10/2018 0:00,4,2,777240,12,2,Bienes de Occidente,Cali 854,Colombia,57-899666,AA,Nave,Oeste,FERNANDEZ,CARLOS,33,Soltero,23888,52-7116464,05/10/2018,2018,5,10,Viernes,Octubre,4
